,,,Common Name,Molecular Formula,Molecular Weight (average),Monoisotopic Mass,CAS # (without dashes),Classification 1,Classification 2,"M7412AA = CF, 40-min Method RT","RI (M7412AA = CF, 40-min)","M7411AA = CP, 40-min Method RT","RI (M7411AA = CF, 40-min)","M7412AA = CF, 20-min Method RT","RI (M7412AA = CF, 20-min)","M7414AA = CF, 5x15 Method RT",User Field,Formal CAS #,Common Name,Method RT,ISTD,Precursor Ion,MS1 Resolution,Product Ion,MS2 Resolution,Dwell Time (ms),CE (V),Left RT Delta,Right RT Delta,RT Window,Response Scaled within the Database,Relative Intensity of Transitions,Quant (Q0) and Qual,Target Compounds,Chinese Name,China GB Method Group,Japanese Name,,Synonym(s),,,,,
3-8,3,8,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",C12H2Cl8,429.8,425.7665,42740501,Pollutant,PCB,30.311,2619,30.449,2616,15.063,2649,14.831,,42740-50-1,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",15.063,false,429.8,Wide,359.8,Wide,10,30,0.1,0.1,0.1,680,79%,Q3,#N/A,,,,,,,,,,
4-8,4,8,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",C12H2Cl8,429.8,425.7665,42740501,Pollutant,PCB,30.311,2619,30.449,2616,15.063,2649,14.831,,42740-50-1,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",15.063,false,392.7,Wide,357.8,Wide,10,15,0.1,0.1,0.1,540,63%,Q4,#N/A,,,,,,,,,,
5-8,5,8,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",C12H2Cl8,429.8,425.7665,42740501,Pollutant,PCB,30.311,2619,30.449,2616,15.063,2649,14.831,,42740-50-1,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",15.063,false,429.8,Wide,357.8,Wide,10,30,0.1,0.1,0.1,540,63%,Q5,#N/A,,,,,,,,,,
6-8,6,8,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",C12H2Cl8,429.8,425.7665,42740501,Pollutant,PCB,30.311,2619,30.449,2616,15.063,2649,14.831,,42740-50-1,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",15.063,false,357.8,Wide,287.8,Wide,10,40,0.1,0.1,0.1,470,55%,Q6,#N/A,,,,,,,,,,
7-8,7,8,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",C12H2Cl8,429.8,425.7665,42740501,Pollutant,PCB,30.311,2619,30.449,2616,15.063,2649,14.831,,42740-50-1,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",15.063,false,359.8,Wide,287.8,Wide,10,35,0.1,0.1,0.1,290,34%,Q7,#N/A,,,,,,,,,,
8-8,8,8,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",C12H2Cl8,429.8,425.7665,42740501,Pollutant,PCB,30.311,2619,30.449,2616,15.063,2649,14.831,,42740-50-1,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",15.063,false,287.8,Wide,252.8,Wide,10,20,0.1,0.1,0.1,270,31%,Q8,#N/A,,,,,,,,,,
9-8,9,8,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",C12H2Cl8,429.8,425.7665,42740501,Pollutant,PCB,30.311,2619,30.449,2616,15.063,2649,14.831,,42740-50-1,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl (BZ #196)",15.063,false,357.8,Wide,322.8,Wide,10,20,0.1,0.1,0.1,230,27%,Q9,#N/A,,,,,,,,,,
0-9,0,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,393.8,Wide,323.8,Wide,10,30,0.1,0.1,0.1,950,100%,Q0,#N/A,,,,,,,,,,
1-9,1,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,393.8,Wide,358.8,Wide,10,15,0.1,0.1,0.1,850,89%,Q1,#N/A,,,,,,,,,,
2-9,2,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,358.8,Wide,323.8,Wide,10,15,0.1,0.1,0.1,680,72%,Q2,#N/A,,,,,,,,,,
3-9,3,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,395.8,Wide,360.8,Wide,10,15,0.1,0.1,0.1,680,72%,Q3,#N/A,,,,,,,,,,
4-9,4,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,395.8,Wide,325.8,Wide,10,30,0.1,0.1,0.1,610,64%,Q4,#N/A,,,,,,,,,,
5-9,5,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,395.8,Wide,323.8,Wide,10,30,0.1,0.1,0.1,600,63%,Q5,#N/A,,,,,,,,,,
6-9,6,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,323.8,Wide,253.8,Wide,10,35,0.1,0.1,0.1,590,62%,Q6,#N/A,,,,,,,,,,
7-9,7,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,251.9,Wide,216.9,Wide,10,20,0.1,0.1,0.1,480,51%,Q7,#N/A,,,,,,,,,,
8-9,8,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,323.8,Wide,251.8,Wide,10,35,0.1,0.1,0.1,390,41%,Q8,#N/A,,,,,,,,,,
9-9,9,9,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",C12H3Cl7,395.3,391.8054,35065306,Pollutant,PCB,29.816,2586,30.058,2582,14.821,2616,14.673,Toxic Congener,35065-30-6,"2,2',3,3',4,4',5-Heptachlorobiphenyl (BZ #170)",14.821,false,251.9,Wide,181.9,Wide,10,30,0.1,0.1,0.1,320,34%,Q9,#N/A,,,,,,,,,,
0-10,0,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,427.8,Wide,357.8,Wide,10,20,0.1,0.1,0.1,1160,100%,Q0,#N/A,,,,,,,,,,
1-10,1,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,429.8,Wide,359.8,Wide,10,30,0.1,0.1,0.1,880,76%,Q1,#N/A,,,,,,,,,,
2-10,2,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,429.8,Wide,357.8,Wide,10,30,0.1,0.1,0.1,860,74%,Q2,#N/A,,,,,,,,,,
3-10,3,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,357.8,Wide,287.8,Wide,10,40,0.1,0.1,0.1,520,45%,Q3,#N/A,,,,,,,,,,
4-10,4,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,359.8,Wide,287.8,Wide,10,40,0.1,0.1,0.1,340,29%,Q4,#N/A,,,,,,,,,,
5-10,5,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,427.8,Wide,392.8,Wide,10,15,0.1,0.1,0.1,300,26%,Q5,#N/A,,,,,,,,,,
6-10,6,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,287.8,Wide,252.8,Wide,10,20,0.1,0.1,0.1,300,26%,Q6,#N/A,,,,,,,,,,
7-10,7,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,429.8,Wide,394.8,Wide,10,15,0.1,0.1,0.1,290,25%,Q7,#N/A,,,,,,,,,,
8-10,8,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,357.8,Wide,322.8,Wide,10,20,0.1,0.1,0.1,260,22%,Q8,#N/A,,,,,,,,,,
9-10,9,10,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",C12H2Cl8,429.8,425.7665,33091177,Pollutant,PCB,28.676,2511,29.125,2504,14.249,2541,14.300,,33091-17-7,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl (BZ #197)",14.249,false,287.8,Wide,217.8,Wide,10,30,0.1,0.1,0.1,250,22%,Q9,#N/A,,,,,,,,,,
0-11,0,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,393.8,Wide,323.8,Wide,10,30,0.1,0.1,0.1,1070,100%,Q0,#N/A,,,,,,,,,,
1-11,1,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,393.8,Wide,358.8,Wide,10,15,0.1,0.1,0.1,990,93%,Q1,#N/A,,,,,,,,,,
2-11,2,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,358.8,Wide,323.8,Wide,10,15,0.1,0.1,0.1,790,74%,Q2,#N/A,,,,,,,,,,
3-11,3,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,395.8,Wide,360.8,Wide,10,15,0.1,0.1,0.1,790,74%,Q3,#N/A,,,,,,,,,,
4-11,4,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,395.8,Wide,325.8,Wide,10,30,0.1,0.1,0.1,680,64%,Q4,#N/A,,,,,,,,,,
5-11,5,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,395.8,Wide,323.8,Wide,10,30,0.1,0.1,0.1,660,62%,Q5,#N/A,,,,,,,,,,
6-11,6,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,323.8,Wide,253.8,Wide,10,35,0.1,0.1,0.1,640,60%,Q6,#N/A,,,,,,,,,,
7-11,7,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,251.9,Wide,216.9,Wide,10,20,0.1,0.1,0.1,520,49%,Q7,#N/A,,,,,,,,,,
8-11,8,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,323.8,Wide,251.8,Wide,10,35,0.1,0.1,0.1,430,40%,Q8,#N/A,,,,,,,,,,
9-11,9,11,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",C12H3Cl7,395.3,391.8054,52663715,Pollutant,PCB,28.182,2479,28.707,2471,14.006,2509,14.135,,52663-71-5,"2,2',3,3',4,4',6-Heptachlorobiphenyl (BZ #171)",14.006,false,251.9,Wide,181.9,Wide,10,30,0.1,0.1,0.1,350,33%,Q9,#N/A,,,,,,,,,,
0-12,0,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,359.9,Wide,289.9,Wide,10,30,0.1,0.1,0.1,1530,100%,Q0,#N/A,,,,,,,,,,
1-12,1,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,287.9,Wide,217.9,Wide,10,35,0.1,0.1,0.1,1400,92%,Q1,#N/A,,,,,,,,,,
2-12,2,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,359.9,Wide,324.9,Wide,10,15,0.1,0.1,0.1,1310,86%,Q2,#N/A,,,,,,,,,,
3-12,3,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,324.8,Wide,289.8,Wide,10,15,0.1,0.1,0.1,1210,79%,Q3,#N/A,,,,,,,,,,
4-12,4,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,361.9,Wide,289.9,Wide,10,30,0.1,0.1,0.1,970,63%,Q4,#N/A,,,,,,,,,,
5-12,5,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,289.9,Wide,219.9,Wide,10,35,0.1,0.1,0.1,900,59%,Q5,#N/A,,,,,,,,,,
6-12,6,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,289.9,Wide,217.9,Wide,10,35,0.1,0.1,0.1,900,59%,Q6,#N/A,,,,,,,,,,
7-12,7,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,361.9,Wide,326.8,Wide,10,15,0.1,0.1,0.1,780,51%,Q7,#N/A,,,,,,,,,,
8-12,8,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,218.0,Wide,183.0,Wide,10,20,0.1,0.1,0.1,720,47%,Q8,#N/A,,,,,,,,,,
9-12,9,12,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",C12H4Cl6,360.9,357.8444,38380073,Pollutant,PCB,27.382,2428,28.009,2418,13.612,2458,13.851,,38380-07-3,"2,2',3,3',4,4'-Hexachlorobiphenyl (BZ #128)",13.612,false,359.9,Wide,287.8,Wide,10,30,0.1,0.1,0.1,710,46%,Q9,#N/A,,,,,,,,,,
0-13,0,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,461.8,Wide,391.7,Wide,10,30,0.1,0.1,0.1,980,100%,Q0,#N/A,,,,,,,,,,
1-13,1,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,463.8,Wide,393.7,Wide,10,30,0.1,0.1,0.1,950,97%,Q1,#N/A,,,,,,,,,,
2-13,2,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,463.8,Wide,391.7,Wide,10,30,0.1,0.1,0.1,620,63%,Q2,#N/A,,,,,,,,,,
3-13,3,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,465.8,Wide,393.7,Wide,10,30,0.1,0.1,0.1,590,60%,Q3,#N/A,,,,,,,,,,
4-13,4,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,465.8,Wide,395.7,Wide,10,30,0.1,0.1,0.1,500,51%,Q4,#N/A,,,,,,,,,,
5-13,5,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,391.8,Wide,321.7,Wide,10,40,0.1,0.1,0.1,370,38%,Q5,#N/A,,,,,,,,,,
6-13,6,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,321.7,Wide,251.7,Wide,10,35,0.1,0.1,0.1,270,28%,Q6,#N/A,,,,,,,,,,
7-13,7,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,321.7,Wide,286.7,Wide,10,20,0.1,0.1,0.1,210,21%,Q7,#N/A,,,,,,,,,,
8-13,8,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,463.8,Wide,428.7,Wide,10,15,0.1,0.1,0.1,170,17%,Q8,#N/A,,,,,,,,,,
9-13,9,13,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",C12HCl9,464.2,459.7275,52663771,Pollutant,PCB,31.267,2684,31.192,2685,15.556,2717,15.168,,52663-77-1,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl (BZ #208)",15.556,false,393.8,Wide,358.7,Wide,10,20,0.1,0.1,0.1,160,16%,Q9,#N/A,,,,,,,,,,
0-14,0,14,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",C12H2Cl8,429.8,425.7665,68194172,Pollutant,PCB,29.995,2598,30.204,2595,14.911,2629,14.732,,68194-17-2,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",14.911,false,427.8,Wide,392.8,Wide,10,15,0.1,0.1,0.1,840,100%,Q0,#N/A,,,,,,,,,,
1-14,1,14,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",C12H2Cl8,429.8,425.7665,68194172,Pollutant,PCB,29.995,2598,30.204,2595,14.911,2629,14.732,,68194-17-2,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",14.911,false,429.8,Wide,394.8,Wide,10,15,0.1,0.1,0.1,800,95%,Q1,#N/A,,,,,,,,,,
2-14,2,14,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",C12H2Cl8,429.8,425.7665,68194172,Pollutant,PCB,29.995,2598,30.204,2595,14.911,2629,14.732,,68194-17-2,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",14.911,false,427.8,Wide,357.8,Wide,10,30,0.1,0.1,0.1,750,89%,Q2,#N/A,,,,,,,,,,
3-14,3,14,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",C12H2Cl8,429.8,425.7665,68194172,Pollutant,PCB,29.995,2598,30.204,2595,14.911,2629,14.732,,68194-17-2,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",14.911,false,392.7,Wide,357.8,Wide,10,15,0.1,0.1,0.1,660,79%,Q3,#N/A,,,,,,,,,,
4-14,4,14,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",C12H2Cl8,429.8,425.7665,68194172,Pollutant,PCB,29.995,2598,30.204,2595,14.911,2629,14.732,,68194-17-2,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",14.911,false,429.8,Wide,359.8,Wide,10,30,0.1,0.1,0.1,600,71%,Q4,#N/A,,,,,,,,,,
5-14,5,14,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",C12H2Cl8,429.8,425.7665,68194172,Pollutant,PCB,29.995,2598,30.204,2595,14.911,2629,14.732,,68194-17-2,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",14.911,false,429.8,Wide,357.8,Wide,10,30,0.1,0.1,0.1,470,56%,Q5,#N/A,,,,,,,,,,
6-14,6,14,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",C12H2Cl8,429.8,425.7665,68194172,Pollutant,PCB,29.995,2598,30.204,2595,14.911,2629,14.732,,68194-17-2,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",14.911,false,357.8,Wide,287.8,Wide,10,35,0.1,0.1,0.1,430,51%,Q6,#N/A,,,,,,,,,,
7-14,7,14,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",C12H2Cl8,429.8,425.7665,68194172,Pollutant,PCB,29.995,2598,30.204,2595,14.911,2629,14.732,,68194-17-2,"2,2',3,3',4,5,5',6-Octachlorobiphenyl (BZ #198)",14.911,false,359.8,Wide,287.8,Wide,10,35,0.1,0.1,0.1,270,32%,Q7,#N/A,,,,,,,,,,
